Query_ID,Query_Text,Category,Sentiment,Platform,Confidence,Expected_Automation_Rate,Expected_Resolution_Path,Expected_Response_Time_ms,Customer_Satisfaction_Score
SU-073,I was charged for a subscription I didn't authorize,subscription_issues,Neutral,Instagram,0.84,60%,Path C - Escalation,600,3.5
SU-074,Can I pause my subscription (query 73)?,subscription_issues,Neutral,Chat,0.91,60%,Path C - Escalation,600,3.5
SU-075,How do I change my subscription plan (query 74)?,subscription_issues,Neutral,WhatsApp,0.75,60%,Path C - Escalation,600,3.5
SU-076,"My subscription auto-renewed, is this legal (query 75)?",subscription_issues,Critical,Twitter,0.8,60%,Path C - Escalation,600,2.5
SU-077,"I don't want a subscription, how do I downgrade (query 76)?",subscription_issues,Neutral,WhatsApp,0.93,60%,Path C - Escalation,600,3.5
SU-078,My subscription renewed without my permission,subscription_issues,Negative,WhatsApp,0.67,60%,Path C - Escalation,600,3.0
SU-079,How do I cancel my subscription (query 78)?,subscription_issues,Neutral,Email,0.74,60%,Path C - Escalation,600,3.5
SU-080,I was charged for a subscription I didn't authorize,subscription_issues,Critical,Chat,0.81,60%,Path C - Escalation,600,2.5
SU-081,Can I pause my subscription (query 80)?,subscription_issues,Negative,WhatsApp,0.92,60%,Path C - Escalation,600,3.0
SU-082,How do I change my subscription plan (query 81)?,subscription_issues,Negative,Instagram,0.95,60%,Path C - Escalation,600,3.0
SU-083,"My subscription auto-renewed, is this legal (query 82)?",subscription_issues,Negative,Instagram,0.88,60%,Path C - Escalation,600,3.0
SU-084,"I don't want a subscription, how do I downgrade (query 83)?",subscription_issues,Negative,Twitter,0.87,60%,Path C - Escalation,600,3.0
SU-085,My subscription renewed without my permission,subscription_issues,Positive,Chat,0.85,60%,Path C - Escalation,600,4.0
SU-086,How do I cancel my subscription (query 85)?,subscription_issues,Neutral,Twitter,0.81,60%,Path C - Escalation,600,3.5
SU-087,I was charged for a subscription I didn't authorize,subscription_issues,Negative,Email,0.77,60%,Path C - Escalation,600,3.0
SU-088,Can I pause my subscription (query 87)?,subscription_issues,Negative,Instagram,0.69,60%,Path C - Escalation,600,3.0
SU-089,How do I change my subscription plan (query 88)?,subscription_issues,Positive,Instagram,0.84,60%,Path C - Escalation,600,4.0
SU-090,"My subscription auto-renewed, is this legal (query 89)?",subscription_issues,Neutral,Twitter,0.75,60%,Path C - Escalation,600,3.5
SU-091,"I don't want a subscription, how do I downgrade (query 90)?",subscription_issues,Neutral,Instagram,0.87,60%,Path C - Escalation,600,3.5
SU-092,My subscription renewed without my permission,subscription_issues,Neutral,Chat,0.79,60%,Path C - Escalation,600,3.5
SU-093,How do I cancel my subscription (query 92)?,subscription_issues,Negative,Chat,0.95,60%,Path C - Escalation,600,3.0
SU-094,I was charged for a subscription I didn't authorize,subscription_issues,Critical,WhatsApp,0.8,60%,Path C - Escalation,600,2.5
SU-095,Can I pause my subscription (query 94)?,subscription_issues,Neutral,Chat,0.98,60%,Path C - Escalation,600,3.5
SU-096,How do I change my subscription plan (query 95)?,subscription_issues,Neutral,Email,0.8,60%,Path C - Escalation,600,3.5
SU-097,"My subscription auto-renewed, is this legal (query 96)?",subscription_issues,Neutral,WhatsApp,0.86,60%,Path C - Escalation,600,3.5
SU-098,"I don't want a subscription, how do I downgrade (query 97)?",subscription_issues,Positive,Instagram,0.85,60%,Path C - Escalation,600,4.0
SU-099,My subscription renewed without my permission,subscription_issues,Neutral,WhatsApp,0.75,60%,Path C - Escalation,600,3.5
SU-100,How do I cancel my subscription (query 99)?,subscription_issues,Positive,Instagram,0.95,60%,Path C - Escalation,600,4.0
PA-001,I was charged twice for this order,payment_issues,Critical,WhatsApp,0.71,55%,Path C - Escalation,600,2.0
PA-002,"My payment failed, what should I do (query 1)?",payment_issues,Negative,WhatsApp,0.91,55%,Path C - Escalation,600,2.5
PA-003,I see an unauthorized charge on my account,payment_issues,Negative,Instagram,0.71,55%,Path C - Escalation,600,2.5
PA-004,Can you apply my discount code (query 3)?,payment_issues,Negative,Email,0.91,55%,Path C - Escalation,600,2.5
PA-005,"My credit card was declined, can I pay by other means (query 4)?",payment_issues,Critical,Email,0.93,55%,Path C - Escalation,600,2.0
PA-006,I notice you charged me 3 times. This looks like fraud!,payment_issues,Positive,Twitter,0.94,55%,Path C - Escalation,600,3.5
PA-007,What payment methods do you accept (query 6)?,payment_issues,Negative,Chat,0.76,55%,Path C - Escalation,600,2.5
PA-008,I was charged twice for this order,payment_issues,Neutral,Instagram,0.93,55%,Path C - Escalation,600,3.0
PA-009,"My payment failed, what should I do (query 8)?",payment_issues,Neutral,WhatsApp,0.93,55%,Path C - Escalation,600,3.0
PA-010,I see an unauthorized charge on my account,payment_issues,Neutral,Email,0.93,55%,Path C - Escalation,600,3.0
PA-011,Can you apply my discount code (query 10)?,payment_issues,Negative,Instagram,0.7,55%,Path C - Escalation,600,2.5
PA-012,"My credit card was declined, can I pay by other means (query 11)?",payment_issues,Positive,Chat,0.9,55%,Path C - Escalation,600,3.5
PA-013,I notice you charged me 3 times. This looks like fraud!,payment_issues,Negative,Twitter,0.67,55%,Path C - Escalation,600,2.5
PA-014,What payment methods do you accept (query 13)?,payment_issues,Neutral,Instagram,0.94,55%,Path C - Escalation,600,3.0
PA-015,I was charged twice for this order,payment_issues,Critical,Twitter,0.85,55%,Path C - Escalation,600,2.0
PA-016,"My payment failed, what should I do (query 15)?",payment_issues,Positive,WhatsApp,0.75,55%,Path C - Escalation,600,3.5
PA-017,I see an unauthorized charge on my account,payment_issues,Neutral,WhatsApp,0.92,55%,Path C - Escalation,600,3.0
PA-018,Can you apply my discount code (query 17)?,payment_issues,Neutral,Email,0.9,55%,Path C - Escalation,600,3.0
PA-019,"My credit card was declined, can I pay by other means (query 18)?",payment_issues,Negative,Email,0.97,55%,Path C - Escalation,600,2.5
PA-020,I notice you charged me 3 times. This looks like fraud!,payment_issues,Negative,Twitter,0.76,55%,Path C - Escalation,600,2.5
PA-021,What payment methods do you accept (query 20)?,payment_issues,Neutral,Twitter,0.77,55%,Path C - Escalation,600,3.0
PA-022,I was charged twice for this order,payment_issues,Neutral,Instagram,0.88,55%,Path C - Escalation,600,3.0
PA-023,"My payment failed, what should I do (query 22)?",payment_issues,Negative,Instagram,0.84,55%,Path C - Escalation,600,2.5
PA-024,I see an unauthorized charge on my account,payment_issues,Critical,Twitter,0.83,55%,Path C - Escalation,600,2.0
PA-025,Can you apply my discount code (query 24)?,payment_issues,Negative,Email,0.93,55%,Path C - Escalation,600,2.5
PA-026,"My credit card was declined, can I pay by other means (query 25)?",payment_issues,Neutral,Chat,0.72,55%,Path C - Escalation,600,3.0
PA-027,I notice you charged me 3 times. This looks like fraud!,payment_issues,Positive,Twitter,0.95,55%,Path C - Escalation,600,3.5
PA-028,What payment methods do you accept (query 27)?,payment_issues,Negative,Email,0.95,55%,Path C - Escalation,600,2.5
PA-029,I was charged twice for this order,payment_issues,Critical,Email,0.82,55%,Path C - Escalation,600,2.0
PA-030,"My payment failed, what should I do (query 29)?",payment_issues,Positive,Instagram,0.73,55%,Path C - Escalation,600,3.5
PA-031,I see an unauthorized charge on my account,payment_issues,Neutral,WhatsApp,0.79,55%,Path C - Escalation,600,3.0
PA-032,Can you apply my discount code (query 31)?,payment_issues,Positive,Twitter,0.93,55%,Path C - Escalation,600,3.5
PA-033,"My credit card was declined, can I pay by other means (query 32)?",payment_issues,Neutral,Instagram,0.76,55%,Path C - Escalation,600,3.0
PA-034,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Instagram,0.93,55%,Path C - Escalation,600,3.0
PA-035,What payment methods do you accept (query 34)?,payment_issues,Neutral,WhatsApp,0.7,55%,Path C - Escalation,600,3.0
PA-036,I was charged twice for this order,payment_issues,Positive,Chat,0.97,55%,Path C - Escalation,600,3.5
PA-037,"My payment failed, what should I do (query 36)?",payment_issues,Neutral,Email,0.94,55%,Path C - Escalation,600,3.0
PA-038,I see an unauthorized charge on my account,payment_issues,Neutral,Chat,0.81,55%,Path C - Escalation,600,3.0
PA-039,Can you apply my discount code (query 38)?,payment_issues,Neutral,Chat,0.89,55%,Path C - Escalation,600,3.0
PA-040,"My credit card was declined, can I pay by other means (query 39)?",payment_issues,Neutral,Instagram,0.91,55%,Path C - Escalation,600,3.0
PA-041,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,WhatsApp,0.95,55%,Path C - Escalation,600,3.0
PA-042,What payment methods do you accept (query 41)?,payment_issues,Neutral,Chat,0.85,55%,Path C - Escalation,600,3.0
PA-043,I was charged twice for this order,payment_issues,Neutral,Instagram,0.74,55%,Path C - Escalation,600,3.0
PA-044,"My payment failed, what should I do (query 43)?",payment_issues,Neutral,Twitter,0.93,55%,Path C - Escalation,600,3.0
PA-045,I see an unauthorized charge on my account,payment_issues,Negative,Instagram,0.77,55%,Path C - Escalation,600,2.5
PA-046,Can you apply my discount code (query 45)?,payment_issues,Neutral,Email,0.78,55%,Path C - Escalation,600,3.0
PA-047,"My credit card was declined, can I pay by other means (query 46)?",payment_issues,Neutral,WhatsApp,0.71,55%,Path C - Escalation,600,3.0
PA-048,I notice you charged me 3 times. This looks like fraud!,payment_issues,Negative,Twitter,0.75,55%,Path C - Escalation,600,2.5
PA-049,What payment methods do you accept (query 48)?,payment_issues,Neutral,WhatsApp,0.93,55%,Path C - Escalation,600,3.0
PA-050,I was charged twice for this order,payment_issues,Neutral,Chat,0.89,55%,Path C - Escalation,600,3.0
PA-051,"My payment failed, what should I do (query 50)?",payment_issues,Neutral,Twitter,0.73,55%,Path C - Escalation,600,3.0
PA-052,I see an unauthorized charge on my account,payment_issues,Critical,Instagram,0.86,55%,Path C - Escalation,600,2.0
PA-053,Can you apply my discount code (query 52)?,payment_issues,Negative,Instagram,0.74,55%,Path C - Escalation,600,2.5
PA-054,"My credit card was declined, can I pay by other means (query 53)?",payment_issues,Critical,Twitter,0.75,55%,Path C - Escalation,600,2.0
PA-055,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Chat,0.91,55%,Path C - Escalation,600,3.0
PA-056,What payment methods do you accept (query 55)?,payment_issues,Negative,Instagram,0.71,55%,Path C - Escalation,600,2.5
PA-057,I was charged twice for this order,payment_issues,Neutral,Chat,0.89,55%,Path C - Escalation,600,3.0
PA-058,"My payment failed, what should I do (query 57)?",payment_issues,Negative,Chat,0.86,55%,Path C - Escalation,600,2.5
PA-059,I see an unauthorized charge on my account,payment_issues,Neutral,WhatsApp,0.74,55%,Path C - Escalation,600,3.0
PA-060,Can you apply my discount code (query 59)?,payment_issues,Neutral,WhatsApp,0.95,55%,Path C - Escalation,600,3.0
PA-061,"My credit card was declined, can I pay by other means (query 60)?",payment_issues,Neutral,WhatsApp,0.75,55%,Path C - Escalation,600,3.0
PA-062,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Chat,0.83,55%,Path C - Escalation,600,3.0
PA-063,What payment methods do you accept (query 62)?,payment_issues,Critical,WhatsApp,0.7,55%,Path C - Escalation,600,2.0
PA-064,I was charged twice for this order,payment_issues,Neutral,WhatsApp,0.86,55%,Path C - Escalation,600,3.0
PA-065,"My payment failed, what should I do (query 64)?",payment_issues,Positive,Twitter,0.94,55%,Path C - Escalation,600,3.5
PA-066,I see an unauthorized charge on my account,payment_issues,Positive,Email,0.83,55%,Path C - Escalation,600,3.5
PA-067,Can you apply my discount code (query 66)?,payment_issues,Positive,WhatsApp,0.79,55%,Path C - Escalation,600,3.5
PA-068,"My credit card was declined, can I pay by other means (query 67)?",payment_issues,Neutral,Email,0.72,55%,Path C - Escalation,600,3.0
PA-069,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Twitter,0.71,55%,Path C - Escalation,600,3.0
PA-070,What payment methods do you accept (query 69)?,payment_issues,Neutral,Chat,0.81,55%,Path C - Escalation,600,3.0
PA-071,I was charged twice for this order,payment_issues,Negative,Twitter,0.72,55%,Path C - Escalation,600,2.5
PA-072,"My payment failed, what should I do (query 71)?",payment_issues,Neutral,Instagram,0.94,55%,Path C - Escalation,600,3.0
PA-073,I see an unauthorized charge on my account,payment_issues,Critical,WhatsApp,0.86,55%,Path C - Escalation,600,2.0
PA-074,Can you apply my discount code (query 73)?,payment_issues,Critical,Email,0.97,55%,Path C - Escalation,600,2.0
PA-075,"My credit card was declined, can I pay by other means (query 74)?",payment_issues,Neutral,WhatsApp,0.78,55%,Path C - Escalation,600,3.0
PA-076,I notice you charged me 3 times. This looks like fraud!,payment_issues,Positive,Email,0.83,55%,Path C - Escalation,600,3.5
PA-077,What payment methods do you accept (query 76)?,payment_issues,Positive,Email,0.75,55%,Path C - Escalation,600,3.5
PA-078,I was charged twice for this order,payment_issues,Negative,Twitter,0.72,55%,Path C - Escalation,600,2.5
PA-079,"My payment failed, what should I do (query 78)?",payment_issues,Neutral,Instagram,0.97,55%,Path C - Escalation,600,3.0
PA-080,I see an unauthorized charge on my account,payment_issues,Neutral,WhatsApp,0.84,55%,Path C - Escalation,600,3.0
PA-081,Can you apply my discount code (query 80)?,payment_issues,Neutral,Email,0.84,55%,Path C - Escalation,600,3.0
PA-082,"My credit card was declined, can I pay by other means (query 81)?",payment_issues,Negative,Instagram,0.89,55%,Path C - Escalation,600,2.5
PA-083,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Instagram,0.92,55%,Path C - Escalation,600,3.0
PA-084,What payment methods do you accept (query 83)?,payment_issues,Neutral,Chat,0.9,55%,Path C - Escalation,600,3.0
PA-085,I was charged twice for this order,payment_issues,Neutral,Instagram,0.86,55%,Path C - Escalation,600,3.0
PA-086,"My payment failed, what should I do (query 85)?",payment_issues,Neutral,Chat,0.93,55%,Path C - Escalation,600,3.0
PA-087,I see an unauthorized charge on my account,payment_issues,Negative,Twitter,0.7,55%,Path C - Escalation,600,2.5
PA-088,Can you apply my discount code (query 87)?,payment_issues,Negative,Instagram,0.7,55%,Path C - Escalation,600,2.5
PA-089,"My credit card was declined, can I pay by other means (query 88)?",payment_issues,Neutral,Instagram,0.74,55%,Path C - Escalation,600,3.0
PA-090,I notice you charged me 3 times. This looks like fraud!,payment_issues,Negative,WhatsApp,0.95,55%,Path C - Escalation,600,2.5
PA-091,What payment methods do you accept (query 90)?,payment_issues,Negative,Email,0.89,55%,Path C - Escalation,600,2.5
PA-092,I was charged twice for this order,payment_issues,Critical,Chat,0.72,55%,Path C - Escalation,600,2.0
PA-093,"My payment failed, what should I do (query 92)?",payment_issues,Neutral,Instagram,0.87,55%,Path C - Escalation,600,3.0
PA-094,I see an unauthorized charge on my account,payment_issues,Positive,WhatsApp,0.78,55%,Path C - Escalation,600,3.5
PA-095,Can you apply my discount code (query 94)?,payment_issues,Critical,Instagram,0.7,55%,Path C - Escalation,600,2.0
PA-096,"My credit card was declined, can I pay by other means (query 95)?",payment_issues,Negative,Twitter,0.77,55%,Path C - Escalation,600,2.5
PA-097,I notice you charged me 3 times. This looks like fraud!,payment_issues,Neutral,Email,0.88,55%,Path C - Escalation,600,3.0
PA-098,What payment methods do you accept (query 97)?,payment_issues,Negative,Chat,0.89,55%,Path C - Escalation,600,2.5
PA-099,I was charged twice for this order,payment_issues,Critical,Instagram,0.74,55%,Path C - Escalation,600,2.0
PA-100,"My payment failed, what should I do (query 99)?",payment_issues,Neutral,WhatsApp,0.75,55%,Path C - Escalation,600,3.0
GE-001,What are your business hours?,general_questions,Neutral,Email,0.78,80%,Path B - RAG Response,420,4.3
GE-002,How do I contact customer support (query 1)?,general_questions,Neutral,WhatsApp,0.9,80%,Path B - RAG Response,420,4.3
GE-003,Can you provide order history for the past 2 years (query 2)?,general_questions,Critical,Twitter,0.89,80%,Path B - RAG Response,420,3.3
GE-004,Is there a student discount available (query 3)?,general_questions,Neutral,WhatsApp,0.93,80%,Path B - RAG Response,420,4.3
GE-005,Do you ship internationally (query 4)?,general_questions,Negative,Twitter,0.67,80%,Path B - RAG Response,420,3.8
GE-006,What's your return policy (query 5)?,general_questions,Neutral,Email,0.85,80%,Path B - RAG Response,420,4.3
GE-007,How do I reset my password (query 6)?,general_questions,Neutral,WhatsApp,0.71,80%,Path B - RAG Response,420,4.3
GE-008,Do you have a physical store location (query 7)?,general_questions,Positive,WhatsApp,0.86,80%,Path B - RAG Response,420,4.8
GE-009,What are your business hours (query 8)?,general_questions,Positive,Twitter,0.81,80%,Path B - RAG Response,420,4.8
GE-010,How do I contact customer support (query 9)?,general_questions,Neutral,Chat,0.81,80%,Path B - RAG Response,420,4.3
GE-011,Can you provide order history for the past 2 years (query 10)?,general_questions,Negative,Instagram,0.76,80%,Path B - RAG Response,420,3.8
GE-012,Is there a student discount available (query 11)?,general_questions,Neutral,Instagram,0.94,80%,Path B - RAG Response,420,4.3
GE-013,Do you ship internationally (query 12)?,general_questions,Positive,Twitter,0.79,80%,Path B - RAG Response,420,4.8
GE-014,What's your return policy (query 13)?,general_questions,Neutral,WhatsApp,0.76,80%,Path B - RAG Response,420,4.3
GE-015,How do I reset my password (query 14)?,general_questions,Neutral,Twitter,0.93,80%,Path B - RAG Response,420,4.3
GE-016,Do you have a physical store location (query 15)?,general_questions,Positive,Twitter,0.85,80%,Path B - RAG Response,420,4.8
GE-017,What are your business hours (query 16)?,general_questions,Neutral,Email,0.87,80%,Path B - RAG Response,420,4.3
GE-018,How do I contact customer support (query 17)?,general_questions,Positive,Chat,0.89,80%,Path B - RAG Response,420,4.8
GE-019,Can you provide order history for the past 2 years (query 18)?,general_questions,Negative,WhatsApp,0.81,80%,Path B - RAG Response,420,3.8
GE-020,Is there a student discount available (query 19)?,general_questions,Critical,Instagram,0.86,80%,Path B - RAG Response,420,3.3
GE-021,Do you ship internationally (query 20)?,general_questions,Positive,Twitter,0.77,80%,Path B - RAG Response,420,4.8
GE-022,What's your return policy (query 21)?,general_questions,Neutral,Instagram,0.78,80%,Path B - RAG Response,420,4.3
GE-023,How do I reset my password (query 22)?,general_questions,Positive,Chat,0.78,80%,Path B - RAG Response,420,4.8
GE-024,Do you have a physical store location (query 23)?,general_questions,Neutral,Instagram,0.87,80%,Path B - RAG Response,420,4.3
GE-025,What are your business hours (query 24)?,general_questions,Neutral,Instagram,0.96,80%,Path B - RAG Response,420,4.3
GE-026,How do I contact customer support (query 25)?,general_questions,Positive,Twitter,0.75,80%,Path B - RAG Response,420,4.8
GE-027,Can you provide order history for the past 2 years (query 26)?,general_questions,Neutral,Twitter,0.9,80%,Path B - RAG Response,420,4.3
GE-028,Is there a student discount available (query 27)?,general_questions,Positive,Instagram,0.9,80%,Path B - RAG Response,420,4.8
GE-029,Do you ship internationally (query 28)?,general_questions,Negative,Twitter,0.95,80%,Path B - RAG Response,420,3.8
GE-030,What's your return policy (query 29)?,general_questions,Critical,Email,0.71,80%,Path B - RAG Response,420,3.3
GE-031,How do I reset my password (query 30)?,general_questions,Neutral,Instagram,0.93,80%,Path B - RAG Response,420,4.3
GE-032,Do you have a physical store location (query 31)?,general_questions,Neutral,Email,0.76,80%,Path B - RAG Response,420,4.3
GE-033,What are your business hours (query 32)?,general_questions,Negative,Chat,0.79,80%,Path B - RAG Response,420,3.8
GE-034,How do I contact customer support (query 33)?,general_questions,Negative,Twitter,0.88,80%,Path B - RAG Response,420,3.8
GE-035,Can you provide order history for the past 2 years (query 34)?,general_questions,Negative,Email,0.66,80%,Path B - RAG Response,420,3.8
GE-036,Is there a student discount available (query 35)?,general_questions,Critical,Twitter,0.89,80%,Path B - RAG Response,420,3.3
GE-037,Do you ship internationally (query 36)?,general_questions,Neutral,Twitter,0.76,80%,Path B - RAG Response,420,4.3
GE-038,What's your return policy (query 37)?,general_questions,Negative,Instagram,0.74,80%,Path B - RAG Response,420,3.8
GE-039,How do I reset my password (query 38)?,general_questions,Positive,Chat,0.9,80%,Path B - RAG Response,420,4.8
GE-040,Do you have a physical store location (query 39)?,general_questions,Neutral,Twitter,0.96,80%,Path B - RAG Response,420,4.3
GE-041,What are your business hours (query 40)?,general_questions,Critical,Chat,0.71,80%,Path B - RAG Response,420,3.3
GE-042,How do I contact customer support (query 41)?,general_questions,Critical,Twitter,0.76,80%,Path B - RAG Response,420,3.3
GE-043,Can you provide order history for the past 2 years (query 42)?,general_questions,Neutral,WhatsApp,0.9,80%,Path B - RAG Response,420,4.3
GE-044,Is there a student discount available (query 43)?,general_questions,Neutral,Instagram,0.86,80%,Path B - RAG Response,420,4.3
GE-045,Do you ship internationally (query 44)?,general_questions,Negative,Twitter,0.85,80%,Path B - RAG Response,420,3.8
GE-046,What's your return policy (query 45)?,general_questions,Critical,WhatsApp,0.79,80%,Path B - RAG Response,420,3.3
GE-047,How do I reset my password (query 46)?,general_questions,Neutral,Instagram,0.75,80%,Path B - RAG Response,420,4.3
GE-048,Do you have a physical store location (query 47)?,general_questions,Neutral,Twitter,0.98,80%,Path B - RAG Response,420,4.3
GE-049,What are your business hours (query 48)?,general_questions,Neutral,Email,0.77,80%,Path B - RAG Response,420,4.3
GE-050,How do I contact customer support (query 49)?,general_questions,Neutral,Email,0.92,80%,Path B - RAG Response,420,4.3
GE-051,Can you provide order history for the past 2 years (query 50)?,general_questions,Positive,Twitter,0.88,80%,Path B - RAG Response,420,4.8
GE-052,Is there a student discount available (query 51)?,general_questions,Neutral,Email,0.96,80%,Path B - RAG Response,420,4.3
GE-053,Do you ship internationally (query 52)?,general_questions,Positive,Twitter,0.97,80%,Path B - RAG Response,420,4.8
GE-054,What's your return policy (query 53)?,general_questions,Neutral,Instagram,0.96,80%,Path B - RAG Response,420,4.3
GE-055,How do I reset my password (query 54)?,general_questions,Critical,WhatsApp,0.86,80%,Path B - RAG Response,420,3.3
GE-056,Do you have a physical store location (query 55)?,general_questions,Negative,Twitter,0.66,80%,Path B - RAG Response,420,3.8
GE-057,What are your business hours (query 56)?,general_questions,Neutral,Instagram,0.91,80%,Path B - RAG Response,420,4.3
GE-058,How do I contact customer support (query 57)?,general_questions,Neutral,Email,0.76,80%,Path B - RAG Response,420,4.3
GE-059,Can you provide order history for the past 2 years (query 58)?,general_questions,Critical,Email,0.93,80%,Path B - RAG Response,420,3.3
GE-060,Is there a student discount available (query 59)?,general_questions,Negative,Twitter,0.73,80%,Path B - RAG Response,420,3.8
GE-061,Do you ship internationally (query 60)?,general_questions,Negative,Instagram,0.7,80%,Path B - RAG Response,420,3.8
GE-062,What's your return policy (query 61)?,general_questions,Negative,Instagram,0.66,80%,Path B - RAG Response,420,3.8
GE-063,How do I reset my password (query 62)?,general_questions,Negative,Instagram,0.92,80%,Path B - RAG Response,420,3.8
GE-064,Do you have a physical store location (query 63)?,general_questions,Positive,WhatsApp,0.83,80%,Path B - RAG Response,420,4.8
GE-065,What are your business hours (query 64)?,general_questions,Critical,Twitter,0.7,80%,Path B - RAG Response,420,3.3
GE-066,How do I contact customer support (query 65)?,general_questions,Positive,Chat,0.96,80%,Path B - RAG Response,420,4.8
GE-067,Can you provide order history for the past 2 years (query 66)?,general_questions,Neutral,Chat,0.8,80%,Path B - RAG Response,420,4.3
GE-068,Is there a student discount available (query 67)?,general_questions,Positive,Email,0.74,80%,Path B - RAG Response,420,4.8
GE-069,Do you ship internationally (query 68)?,general_questions,Neutral,WhatsApp,0.73,80%,Path B - RAG Response,420,4.3
GE-070,What's your return policy (query 69)?,general_questions,Critical,Chat,0.79,80%,Path B - RAG Response,420,3.3
GE-071,How do I reset my password (query 70)?,general_questions,Negative,Twitter,0.83,80%,Path B - RAG Response,420,3.8
GE-072,Do you have a physical store location (query 71)?,general_questions,Neutral,Instagram,0.94,80%,Path B - RAG Response,420,4.3
GE-073,What are your business hours (query 72)?,general_questions,Neutral,Instagram,0.81,80%,Path B - RAG Response,420,4.3
GE-074,How do I contact customer support (query 73)?,general_questions,Neutral,Twitter,0.72,80%,Path B - RAG Response,420,4.3
GE-075,Can you provide order history for the past 2 years (query 74)?,general_questions,Negative,Chat,0.91,80%,Path B - RAG Response,420,3.8
GE-076,Is there a student discount available (query 75)?,general_questions,Negative,WhatsApp,0.75,80%,Path B - RAG Response,420,3.8
GE-077,Do you ship internationally (query 76)?,general_questions,Neutral,WhatsApp,0.73,80%,Path B - RAG Response,420,4.3
GE-078,What's your return policy (query 77)?,general_questions,Neutral,Instagram,0.93,80%,Path B - RAG Response,420,4.3
GE-079,How do I reset my password (query 78)?,general_questions,Neutral,Twitter,0.74,80%,Path B - RAG Response,420,4.3
GE-080,Do you have a physical store location (query 79)?,general_questions,Positive,Email,0.88,80%,Path B - RAG Response,420,4.8
GE-081,What are your business hours (query 80)?,general_questions,Critical,Email,0.77,80%,Path B - RAG Response,420,3.3
GE-082,How do I contact customer support (query 81)?,general_questions,Negative,Instagram,0.92,80%,Path B - RAG Response,420,3.8
GE-083,Can you provide order history for the past 2 years (query 82)?,general_questions,Neutral,Twitter,0.98,80%,Path B - RAG Response,420,4.3
GE-084,Is there a student discount available (query 83)?,general_questions,Negative,Email,0.77,80%,Path B - RAG Response,420,3.8
GE-085,Do you ship internationally (query 84)?,general_questions,Neutral,Chat,0.86,80%,Path B - RAG Response,420,4.3
GE-086,What's your return policy (query 85)?,general_questions,Neutral,WhatsApp,0.81,80%,Path B - RAG Response,420,4.3
GE-087,How do I reset my password (query 86)?,general_questions,Neutral,WhatsApp,0.87,80%,Path B - RAG Response,420,4.3
GE-088,Do you have a physical store location (query 87)?,general_questions,Neutral,Twitter,0.94,80%,Path B - RAG Response,420,4.3
GE-089,What are your business hours (query 88)?,general_questions,Critical,Email,0.76,80%,Path B - RAG Response,420,3.3
GE-090,How do I contact customer support (query 89)?,general_questions,Neutral,WhatsApp,0.78,80%,Path B - RAG Response,420,4.3
GE-091,Can you provide order history for the past 2 years (query 90)?,general_questions,Neutral,Instagram,0.91,80%,Path B - RAG Response,420,4.3
GE-092,Is there a student discount available (query 91)?,general_questions,Negative,Email,0.65,80%,Path B - RAG Response,420,3.8
GE-093,Do you ship internationally (query 92)?,general_questions,Negative,Twitter,0.93,80%,Path B - RAG Response,420,3.8
GE-094,What's your return policy (query 93)?,general_questions,Negative,Instagram,0.79,80%,Path B - RAG Response,420,3.8
GE-095,How do I reset my password (query 94)?,general_questions,Neutral,Twitter,0.96,80%,Path B - RAG Response,420,4.3
GE-096,Do you have a physical store location (query 95)?,general_questions,Neutral,Email,0.9,80%,Path B - RAG Response,420,4.3
GE-097,What are your business hours (query 96)?,general_questions,Negative,Twitter,0.9,80%,Path B - RAG Response,420,3.8
GE-098,How do I contact customer support (query 97)?,general_questions,Neutral,Instagram,0.76,80%,Path B - RAG Response,420,4.3
GE-099,Can you provide order history for the past 2 years (query 98)?,general_questions,Neutral,Email,0.7,80%,Path B - RAG Response,420,4.3
GE-100,Is there a student discount available (query 99)?,general_questions,Critical,WhatsApp,0.66,80%,Path B - RAG Response,420,3.3
